ds,y,property_id
2021-05-23,765496.9406907423,0
2021-05-30,826474.0826753026,0
2021-06-06,832370.9284744326,0
2021-06-13,853224.2760314217,0
2021-06-20,871551.1255603149,0
2021-06-27,863010.4044818241,0
2021-07-04,831535.631124285,0
2021-07-11,843482.8355272673,0
2021-07-18,840869.9327145809,0
2021-07-25,855586.5998668751,0
2021-08-01,850709.6818857295,0
2021-08-08,871922.547887288,0
2021-08-15,879134.4933112724,0
2021-08-22,881069.0618412424,0
2021-08-29,891363.3297148462,0
2021-09-05,907943.7976314662,0
2021-09-12,897286.955451733,0
2021-09-19,905192.5281567615,0
2021-09-26,893187.0943067546,0
2021-10-03,887586.513951345,0
2021-10-10,891654.8113658366,0
2021-10-17,874948.356079587,0
2021-10-24,855312.6229259251,0
2021-10-31,853123.4946990954,0
2021-11-07,797645.0799732937,0
2021-11-14,766068.672114608,0
2021-11-21,692194.4746860848,0
2021-11-28,629319.1036291778,0
2021-12-05,585123.0041574093,0
2021-12-12,541622.4384584662,0
2021-12-19,504084.69684232684,0
2021-12-26,456947.75088916713,0
2022-01-02,457136.9173406355,0
2022-01-09,456990.1587323904,0
2022-01-16,462798.6581913824,0
2022-01-23,466010.0793927207,0
2022-01-30,478510.99363609764,0
2022-02-06,489827.5370355898,0
2022-02-13,480831.6737706499,0
2022-02-20,480515.483406799,0
2022-02-27,474112.61431894335,0
2022-03-06,478772.53105533274,0
2022-03-13,489898.28846905753,0
2022-03-20,523670.832520931,0
2022-03-27,538329.6776926764,0
2022-04-03,576606.1090647957,0
2022-04-10,623980.3065702503,0
2022-04-17,676768.1431294619,0
2022-04-24,765843.5194279413,0
2022-05-01,822455.3038292992,0
2022-05-08,874231.9575050664,0
2022-05-15,971183.4636081804,0
2022-05-22,1030640.4981850552,0
2022-05-29,1140854.5418395603,0
2022-06-05,1132545.042349981,0
2022-06-12,1131923.3044841292,0
2022-06-19,1127709.80078313,0
2022-06-26,977392.0604818674,0
2022-07-03,986186.5710131996,0
2022-07-10,986957.5383738709,0
2022-07-17,1009701.1702541751,0
2022-07-24,989884.8913999539,0
2022-07-31,999176.1647938547,0
2022-08-07,1000989.8406604482,0
2022-08-14,971975.328510068,0
2022-08-21,960179.433966177,0
2022-08-28,966516.9190172257,0
2022-09-04,974741.2765360507,0
2022-09-11,974580.828058786,0
2022-09-18,993452.2766650616,0
2022-09-25,971674.241127769,0
2022-10-02,950147.7895261705,0
2022-10-09,955613.2410954094,0
2022-10-16,972551.9364525082,0
2022-10-23,961607.361498644,0
2022-10-30,976097.9060211091,0
2022-11-06,782199.1075373851,0
2022-11-13,708764.2697902095,0
2022-11-20,651203.9448868296,0
2022-11-27,576100.2068266121,0
2022-12-04,526339.4890961434,0
2022-12-11,499133.03825346514,0
2022-12-18,459425.936689605,0
2022-12-25,429246.1483172838,0
2023-01-01,427908.5317401005,0
2023-01-08,438076.6724189274,0
2023-01-15,429649.55682913656,0
2023-01-22,434522.2554651592,0
2023-01-29,436388.16641003307,0
2023-02-05,446701.8122328385,0
2023-02-12,438537.02415201365,0
2023-02-19,481905.43326594407,0
2023-02-26,490604.9657275027,0
2023-03-05,492615.0222237339,0
2023-03-12,489556.1324815002,0
2023-03-19,443564.2450102467,0
2023-03-26,432513.489428012,0
2023-04-02,476081.780839458,0
2023-04-09,498977.1801571754,0
2023-04-16,542733.0887935442,0
2023-04-23,587093.0597518857,0
2023-04-30,636171.5083694508,0
2023-05-07,692618.6203178654,0
2023-05-14,755453.7807760426,0
2023-05-21,816720.2571680453,0
2023-05-28,867196.2213683638,0
2023-06-04,858822.6034070859,0
2023-06-11,893442.5005204738,0
2023-06-18,924738.7536723493,0
2023-06-25,952980.9291799914,0
2023-07-02,941942.733354299,0
2023-07-09,930035.0482427027,0
2023-07-16,917286.8292166431,0
2023-07-23,918675.5494526814,0
2023-07-30,937805.2067796919,0
2023-08-06,948236.9093788416,0
2023-08-13,942387.8929245427,0
2023-08-20,953550.7070197915,0
2023-08-27,944604.0119575753,0
2023-09-03,946587.1576716674,0
2023-09-10,971036.730584195,0
2023-09-17,938823.6387233953,0
2023-09-24,920783.5659676522,0
2023-10-01,934919.8603814745,0
2023-10-08,950011.236027232,0
2023-10-15,954483.2355981513,0
2023-10-22,960627.0985131483,0
2023-10-29,963925.675324246,0
2023-11-05,892809.8369225897,0
2023-11-12,835665.9779147236,0
2023-11-19,776215.2826578923,0
2023-11-26,712918.6384517933,0
2023-12-03,639517.4637334706,0
2023-12-10,600316.1715491656,0
2023-12-17,565874.1340817553,0
2023-12-24,529882.918716979,0
2023-12-31,469803.59625901014,0
2024-01-07,459435.3492052888,0
2024-01-14,464587.1621626348,0
2024-01-21,457177.6532870185,0
2024-01-28,457209.6832345522,0
2024-02-04,447922.38752972457,0
2024-02-11,457568.09214645776,0
2024-02-18,454169.841663417,0
2024-02-25,455065.41864218615,0
2024-03-03,459692.510452126,0
2024-03-10,457278.6046348212,0
2024-03-17,461764.5785126891,0
2024-03-24,454140.2083920211,0
2024-03-31,458996.8804283302,0
2024-04-07,502257.9783397983,0
2024-04-14,556531.8959711078,0
2024-04-21,596658.9425222022,0
2024-04-28,659309.9581747631,0
2024-05-05,712628.5403131335,0
2024-05-12,759192.2225639608,0
2024-05-19,827583.2598541196,0
2024-05-26,897433.0041399128,0
2024-06-02,898163.4506620636,0
2024-06-09,914741.8362119534,0
2024-06-16,937572.9885557804,0
2024-06-23,956118.3037454301,0
2024-06-30,971493.8984948617,0
2024-07-07,944029.3945105023,0
2024-07-14,949847.0761095518,0
2024-07-21,949974.6056119311,0
2024-07-28,926443.262106848,0
2024-08-04,907271.4214545985,0
2024-08-11,929931.6201752545,0
2024-08-18,917273.0920198084,0
2024-08-25,894119.5454089069,0
2024-09-01,910354.8270241716,0
2024-09-08,952793.5634064793,0
2024-09-15,963229.2418044473,0
2024-09-22,966170.9745997066,0
2024-09-29,955588.4287167392,0
2024-10-06,953140.1392771649,0
2024-10-13,936091.6421549196,0
2024-10-20,926970.7528649184,0
2024-10-27,904694.2897129663,0
2024-11-03,838467.6793976654,0
2024-11-10,793739.1445767382,0
2024-11-17,745083.5396011068,0
2024-11-24,681311.5367961869,0
2024-12-01,637505.6573148661,0
2024-12-08,572234.5489817823,0
2024-12-15,523037.3822566144,0
2024-12-22,460258.0,0
2018-01-07,514657.3165221066,1
2018-01-14,510894.2930594485,1
2018-01-21,509679.1130504625,1
2018-01-28,511983.48118073924,1
2018-02-04,521578.6596778356,1
2018-02-11,530996.2244811541,1
2018-02-18,541648.0003848174,1
2018-02-25,545348.9124822612,1
2018-03-04,549196.4333600487,1
2018-03-11,563564.4968112302,1
2018-03-18,570668.9783185169,1
2018-03-25,644303.1914213864,1
2018-04-01,684731.5264094997,1
2018-04-08,726274.955987154,1
2018-04-15,792919.1309436486,1
2018-04-22,851812.8599560854,1
2018-04-29,947592.3537342193,1
2018-05-06,1033808.3240575173,1
2018-05-13,1131069.1738841762,1
2018-05-20,1255624.2439371347,1
2018-05-27,1401976.9137187048,1
2018-06-03,1527005.7280302602,1
2018-06-10,1520284.8037578152,1
2018-06-17,1519945.92513586,1
2018-06-24,1550975.1150611178,1
2018-07-01,1551995.8813441843,1
2018-07-08,1563841.4417088244,1
2018-07-15,1519221.805985822,1
2018-07-22,1511011.988031826,1
2018-07-29,1509860.1453514807,1
2018-08-05,1529658.9156966468,1
2018-08-12,1522505.1971019725,1
2018-08-19,1509888.0012863246,1
2018-08-26,1502118.584120872,1
2018-09-02,1497095.6523526635,1
2018-09-09,1515137.1883853879,1
2018-09-16,1540260.8673198319,1
2018-09-23,1521105.5603000761,1
2018-09-30,1490388.3248730723,1
2018-10-07,1477348.6171150545,1
2018-10-14,1488392.5747293495,1
2018-10-21,1465412.4610753024,1
2018-10-28,1475826.3568082836,1
2018-11-04,1412331.9901569171,1
2018-11-11,1279149.95111299,1
2018-11-18,1192940.1567119372,1
2018-11-25,1099040.1975439384,1
2018-12-02,1030821.6144881124,1
2018-12-09,960171.2568633447,1
2018-12-16,910052.5995485487,1
2018-12-23,869282.0657348471,1
2018-12-30,810837.5352943708,1
2019-01-06,801884.4146302058,1
2019-01-13,780406.870064114,1
2019-01-20,792315.6030202822,1
2019-01-27,796605.6425844943,1
2019-02-03,777871.9415096653,1
2019-02-10,800024.9663959655,1
2019-02-17,795413.7115207614,1
2019-02-24,812551.0159716227,1
2019-03-03,807160.9003321418,1
2019-03-10,785618.1769902166,1
2019-03-17,787404.462317555,1
2019-03-24,779707.6452434373,1
2019-03-31,807417.8695944273,1
2019-04-07,846702.4369501251,1
2019-04-14,935183.7496745492,1
2019-04-21,1008016.6938530606,1
2019-04-28,1074756.200962396,1
2019-05-05,1155705.8639400748,1
2019-05-12,1256746.2654639247,1
2019-05-19,1380293.7346725524,1
2019-05-26,1483302.8029212214,1
2019-06-02,1495493.3901219815,1
2019-06-09,1535812.8329694436,1
2019-06-16,1547172.031034811,1
2019-06-23,1519514.1322028562,1
2019-06-30,1503606.3926043487,1
2019-07-07,1487027.8139842767,1
2019-07-14,1493772.2230001828,1
2019-07-21,1473780.137547364,1
2019-07-28,1432036.3619928567,1
2019-08-04,1293121.078379588,1
2019-08-11,1336324.0539186765,1
2019-08-18,1305114.4651588253,1
2019-08-25,1339206.267922121,1
2019-09-01,1415451.900268277,1
2019-09-08,1418904.4459597857,1
2019-09-15,1418030.5497838086,1
2019-09-22,1385077.1936232008,1
2019-09-29,1387670.6696049545,1
2019-10-06,1406103.0453540366,1
2019-10-13,1421112.1845471319,1
2019-10-20,1460184.0756927757,1
2019-10-27,1458116.0117704328,1
2019-11-03,1360475.888214823,1
2019-11-10,1219555.8942211117,1
2019-11-17,1163919.7797468782,1
2019-11-24,1075334.6430385648,1
2019-12-01,982901.7289954104,1
2019-12-08,906232.5183846697,1
2019-12-15,823457.8464277744,1
2019-12-22,679966.7493278723,1
2019-12-29,621663.9441387483,1
2020-01-05,610903.1331178783,1
2020-01-12,604056.9843030684,1
2020-01-19,623804.5603586669,1
2020-01-26,626356.2872577261,1
2020-02-02,608126.9369440611,1
2020-02-09,598930.9693396508,1
2020-02-16,598518.4818075262,1
2020-02-23,602198.2197366231,1
2020-03-01,622527.9893098917,1
2020-03-08,622489.9840637854,1
2020-03-15,634836.2487712773,1
2020-03-22,623444.8254272996,1
2020-03-29,622928.9545868986,1
2020-04-05,664838.089573569,1
2020-04-12,704908.0205498873,1
2020-04-19,756077.2443196354,1
2020-04-26,797249.8202074622,1
2020-05-03,875565.7800819873,1
2020-05-10,968342.1107599266,1
2020-05-17,1030477.0126362899,1
2020-05-24,1104870.4306723548,1
2020-05-31,1180746.0056641176,1
2020-06-07,1332837.8486120936,1
2020-06-14,1315788.5878371727,1
2020-06-21,1348658.766828781,1
2020-06-28,1351805.9054466537,1
2020-07-05,1377316.1298813836,1
2020-07-12,1347220.0478101538,1
2020-07-19,1372525.5523574746,1
2020-07-26,1345117.868328562,1
2020-08-02,1353002.7426605998,1
2020-08-09,1373912.9097919816,1
2020-08-16,1396951.776753165,1
2020-08-23,1403434.3440780013,1
2020-08-30,1427366.4852062792,1
2020-09-06,1434632.1372515666,1
2020-09-13,1458673.7846523584,1
2020-09-20,1437410.252301155,1
2020-09-27,1453487.0013635333,1
2020-10-04,1436014.049858479,1
2020-10-11,1449484.1538381786,1
2020-10-18,1467184.9305156854,1
2020-10-25,1491444.1435883017,1
2020-11-01,1414716.8552607577,1
2020-11-08,1332163.3610400255,1
2020-11-15,1268974.686007881,1
2020-11-22,1145377.3734757828,1
2020-11-29,1079414.6134011012,1
2020-12-06,968121.1989798379,1
2020-12-13,807053.5657884311,1
2020-12-20,770417.6258590418,1
2020-12-27,715054.2497960165,1
2021-01-03,720877.9782110582,1
2021-01-10,709440.3883500155,1
2021-01-17,716197.2930318052,1
2021-01-24,714018.7190436252,1
2021-01-31,735377.8673041605,1
2021-02-07,726701.8895790456,1
2021-02-14,742500.9722601555,1
2021-02-21,736860.7377563962,1
2021-02-28,716319.300911647,1
2021-03-07,717366.4071605045,1
2021-03-14,732974.1518420624,1
2021-03-21,742989.5058276583,1
2021-03-28,737343.6561783345,1
2021-04-04,809943.0642198431,1
2021-04-11,882313.1160546648,1
2021-04-18,946792.9280630761,1
2021-04-25,1009626.8927609071,1
2021-05-02,1064834.2659187445,1
2021-05-09,1171588.7576305117,1
2021-05-16,1242786.5079314131,1
2021-05-23,1354422.3899668055,1
2021-05-30,1486754.683128586,1
2021-06-06,1487037.2639857992,1
2021-06-13,1501861.2389120036,1
2021-06-20,1491370.6170422626,1
2021-06-27,1526676.1577127709,1
2021-07-04,1557430.5832323658,1
2021-07-11,1559292.4347918625,1
2021-07-18,1553808.762125649,1
2021-07-25,1561015.5062910796,1
2021-08-01,1586586.1162794174,1
2021-08-08,1626988.5384559545,1
2021-08-15,1647115.9107334302,1
2021-08-22,1627409.400270749,1
2021-08-29,1643359.166368937,1
2021-09-05,1626466.923619396,1
2021-09-12,1652443.2184628984,1
2021-09-19,1641908.1609827178,1
2021-09-26,1634296.3609603532,1
2021-10-03,1630490.1110576086,1
2021-10-10,1633228.844515223,1
2021-10-17,1630426.2915510314,1
2021-10-24,1633497.890191144,1
2021-10-31,1586969.6698894552,1
2021-11-07,1468108.8998683046,1
2021-11-14,1403049.0579764615,1
2021-11-21,1267888.963373905,1
2021-11-28,1145429.414852456,1
2021-12-05,1058418.053459933,1
2021-12-12,984079.2710873716,1
2021-12-19,925648.2577832876,1
2021-12-26,872406.8805381182,1
2022-01-02,868727.1805666803,1
2022-01-09,875010.2615343122,1
2022-01-16,892038.3184661948,1
2022-01-23,896825.6876864043,1
2022-01-30,977639.144125078,1
2022-02-06,966087.0873853895,1
2022-02-13,961335.6942820601,1
2022-02-20,988053.7249907854,1
2022-02-27,1011463.012918523,1
2022-03-06,1033448.2403298814,1
2022-03-13,1040071.8303990071,1
2022-03-20,1184360.770841771,1
2022-03-27,1191969.9062469217,1
2022-04-03,1317485.6794727293,1
2022-04-10,1392369.8567111033,1
2022-04-17,1520802.6472995735,1
2022-04-24,1623543.9663953308,1
2022-05-01,1736003.6698368862,1
2022-05-08,1813953.6675396543,1
2022-05-15,1915504.2796867315,1
2022-05-22,2040782.639240578,1
2022-05-29,2220501.6704070014,1
2022-06-05,2245753.431371213,1
2022-06-12,2309430.9753704243,1
2022-06-19,2380864.447323423,1
2022-06-26,2392116.525290414,1
2022-07-03,2394570.913048431,1
2022-07-10,2348685.7862192444,1
2022-07-17,2308066.602908849,1
2022-07-24,2366170.631997795,1
2022-07-31,2378405.940343672,1
2022-08-07,2371701.226901135,1
2022-08-14,2344844.7951887227,1
2022-08-21,2347543.727710158,1
2022-08-28,2364139.574172535,1
2022-09-04,2284735.536327742,1
2022-09-11,2286924.1759297308,1
2022-09-18,2264857.937782692,1
2022-09-25,2224043.6241499074,1
2022-10-02,2226562.310068732,1
2022-10-09,2228129.3156340444,1
2022-10-16,2217833.6695141136,1
2022-10-23,2237310.413819184,1
2022-10-30,2229486.612727466,1
2022-11-06,2069806.3423293498,1
2022-11-13,1877309.0000105111,1
2022-11-20,1677512.9982384297,1
2022-11-27,1511487.3677311153,1
2022-12-04,1407396.981804577,1
2022-12-11,1290376.1102871248,1
2022-12-18,1198801.4045665162,1
2022-12-25,1127288.718260673,1
2023-01-01,1138988.2526843855,1
2023-01-08,1132177.9147884732,1
2023-01-15,1162375.2601331724,1
2023-01-22,1198279.0006347245,1
2023-01-29,1217382.6164287897,1
2023-02-05,1242340.8685588299,1
2023-02-12,1222800.5865619883,1
2023-02-19,1223304.8902721182,1
2023-02-26,1236889.6868631053,1
2023-03-05,1276727.4080865188,1
2023-03-12,1306202.283426349,1
2023-03-19,1329274.340796933,1
2023-03-26,1328842.1091300806,1
2023-04-02,1421648.7196655958,1
2023-04-09,1533807.7610018933,1
2023-04-16,1654151.0239797893,1
2023-04-23,1758258.916527884,1
2023-04-30,1961282.144577908,1
2023-05-07,2119037.7210205286,1
2023-05-14,2202659.6179604703,1
2023-05-21,2339136.8886809144,1
2023-05-28,2587588.6218054867,1
2023-06-04,2613356.7264420157,1
2023-06-11,2648228.584858358,1
2023-06-18,2641623.6427628533,1
2023-06-25,2686095.7613328164,1
2023-07-02,2733701.5589859546,1
2023-07-09,2668278.462565347,1
2023-07-16,2636946.283639725,1
2023-07-23,2586161.461044023,1
2023-07-30,2607816.1026732144,1
2023-08-06,2586248.7461063284,1
2023-08-13,2593715.273633063,1
2023-08-20,2687652.689715426,1
2023-08-27,2679978.1702195895,1
2023-09-03,2687913.4925159686,1
2023-09-10,2662420.319505463,1
2023-09-17,2675808.020245139,1
2023-09-24,2658708.7503520246,1
2023-10-01,2635752.563620798,1
2023-10-08,2681007.1297374805,1
2023-10-15,2654316.939047025,1
2023-10-22,2624063.8437448223,1
2023-10-29,2555921.4062693943,1
2023-11-05,2336081.819146043,1
2023-11-12,2133178.5718176225,1
2023-11-19,2034960.6507172587,1
2023-11-26,1749387.0415960175,1
2023-12-03,1895896.97552582,1
2023-12-10,1716696.827077843,1
2023-12-17,1616527.4395500435,1
2023-12-24,1519557.4857388232,1
2023-12-31,1424286.8509390308,1
2024-01-07,1394400.1698325006,1
2024-01-14,1396540.2146324068,1
2024-01-21,1429957.4548244122,1
2024-01-28,1460756.7522926356,1
2024-02-04,1420438.843765202,1
2024-02-11,1437072.3397930495,1
2024-02-18,1454007.6419376535,1
2024-02-25,1476636.8429444316,1
2024-03-03,1474673.5455662683,1
2024-03-10,1480848.3491605204,1
2024-03-17,1472460.792885171,1
2024-03-24,1506530.3816891904,1
2024-03-31,1464385.225635297,1
2024-04-07,1634329.2398957936,1
2024-04-14,1757790.423747316,1
2024-04-21,1910885.3482630388,1
2024-04-28,2124620.2493693777,1
2024-05-05,2287467.5492049623,1
2024-05-12,2547594.5604477995,1
2024-05-19,2745366.7795589236,1
2024-05-26,3000753.5130012752,1
2024-06-02,3082350.514259624,1
2024-06-09,3122892.5961880884,1
2024-06-16,3147104.1085402644,1
2024-06-23,3047357.2422703835,1
2024-06-30,3028291.375593735,1
2024-07-07,3031479.4836300774,1
2024-07-14,3124616.9010397624,1
2024-07-21,3241295.3304856517,1
2024-07-28,3263152.7927297326,1
2024-08-04,3257238.3103850647,1
2024-08-11,3279473.0401944243,1
2024-08-18,3349259.3535499577,1
2024-08-25,3435012.218396772,1
2024-09-01,3450525.453935116,1
2024-09-08,3409384.1693856125,1
2024-09-15,3529252.735623093,1
2024-09-22,3447491.540203635,1
2024-09-29,3490493.6943281316,1
2024-10-06,3550404.9471464534,1
2024-10-13,3538334.8301827703,1
2024-10-20,3579679.6028957847,1
2024-10-27,3537014.8103671633,1
2024-11-03,3261206.3341718325,1
2024-11-10,3090205.8031663075,1
2024-11-17,2932173.2030738676,1
2024-11-24,2703969.961389574,1
2024-12-01,2495532.0183136836,1
2024-12-08,2357491.548543841,1
2024-12-15,2257249.396794636,1
2024-12-22,632450.0,1
2018-01-07,791352.255903102,2
2018-01-14,786118.4123613023,2
2018-01-21,812334.2047887783,2
2018-01-28,816172.0599242387,2
2018-02-04,796345.9715814585,2
2018-02-11,782159.1337338173,2
2018-02-18,789281.765495076,2
2018-02-25,787162.3193503068,2
2018-03-04,780810.8374560497,2
2018-03-11,769936.0832154414,2
2018-03-18,792262.4335411018,2
2018-03-25,798282.9780453483,2
2018-04-01,871563.9120492218,2
2018-04-08,939023.3054315405,2
2018-04-15,1041728.0980454689,2
2018-04-22,1142642.2547239359,2
2018-04-29,1179166.9785885562,2
2018-05-06,1312105.823315982,2
2018-05-13,1445424.0814821895,2
2018-05-20,1562492.302178696,2
2018-05-27,1724454.2467541066,2
2018-06-03,1689124.5582437455,2
2018-06-10,1716940.521013806,2
2018-06-17,1743419.228426628,2
2018-06-24,1759166.4335411922,2
2018-07-01,1760046.9638703025,2
2018-07-08,1735382.4016460655,2
2018-07-15,1706359.4943151157,2
2018-07-22,1686852.363304448,2
2018-07-29,1499977.3997824905,2
2018-08-05,1516072.7394430868,2
2018-08-12,1527679.4866978077,2
2018-08-19,1548579.857497835,2
2018-08-26,1547840.4996246835,2
2018-09-02,1530746.685138505,2
2018-09-09,1495767.2240034733,2
2018-09-16,1493228.641678013,2
2018-09-23,1472151.904295546,2
2018-09-30,1449075.3469666704,2
2018-10-07,1466492.7305057226,2
2018-10-14,1456503.3236814244,2
2018-10-21,1459869.6776703056,2
2018-10-28,1506827.5839024186,2
2018-11-04,1427093.88809388,2
2018-11-11,1330847.463512765,2
2018-11-18,1235047.8711077166,2
2018-11-25,1144852.8447277013,2
2018-12-02,1055449.2928251782,2
2018-12-09,994817.4630813377,2
2018-12-16,899121.0260278325,2
2018-12-23,795582.1827788977,2
2018-12-30,725632.9851779096,2
2019-01-06,716720.3838358945,2
2019-01-13,701293.9379533095,2
2019-01-20,726197.0769460485,2
2019-01-27,723807.9649410077,2
2019-02-03,718473.8843376505,2
2019-02-10,717492.2684594365,2
2019-02-17,731399.5491100063,2
2019-02-24,748386.4865341621,2
2019-03-03,729246.1834165453,2
2019-03-10,721300.5543435535,2
2019-03-17,719376.3108591887,2
2019-03-24,700121.5376445752,2
2019-03-31,705037.2287807668,2
2019-04-07,752831.455844257,2
2019-04-14,811490.9728406462,2
2019-04-21,850326.4101060462,2
2019-04-28,891750.0379852628,2
2019-05-05,960376.3393916156,2
2019-05-12,1030958.0884205103,2
2019-05-19,1116568.1264927958,2
2019-05-26,1246085.0041132318,2
2019-06-02,1240326.402290686,2
2019-06-09,1238475.0327318187,2
2019-06-16,1283142.611364922,2
2019-06-23,1285662.6541231952,2
2019-06-30,1295775.9827427547,2
2019-07-07,1284778.4354481248,2
2019-07-14,1321909.0948362327,2
2019-07-21,1319073.6022902536,2
2019-07-28,1286347.09399396,2
2019-08-04,1266318.0430836705,2
